Order,Member,SKU,Created On,Description,Member's Gender,Member's Membership Level,Member's Purchase History,Order Value,Payment Method,Order Status,Masked Credit Card Number,Masked  Member's Email,Masked  Member's Phone Number,Masked  Member's Full Name,Masked  Member's Address,Masked Delivery Address,Age Group
8375896,M33064,"15668381, 15668466, 15668476, 15668460, 15668463, 34990401, 34990412, 15668521, 15668474, 15668378, 15668688, 15668468",12-11-2013 00:00,"Other Vegetables, Root Vegetables, Exotic Vegetables, Gourd & Cucumber, Gourd & Cucumber, Cut Vegetables, Beans, Bread, Beans, Other Vegetables, Root Vegetables, Beans",Male,Bronze,8,244,PayPal,Delivered,8.33704E+15,**************ine@example.net,+*-***-***-****x*4895,Michelle ********,"29091 Craig Islands Apt. 179, ****************, ********","7890 Taylor Crossing, ***************, ********",80-99
8376113,M35464,"7753739, 15669832, 7634572, 34987565",12-11-2013 00:00,"Health Drinks, Sugar, Phenyles & Acids, Powdered Spices",Male,Gold,3,28,Credit Card,Shipped,1.43378E+15,********ray@example.com,***.***.****x695,Jordan ****,"459 Ashley Cliff Apt. 207, ***********, ********","995 Linda Well Suite 031, ********, ********",0-19
8376339,M36702,29247030,13-11-2013,Whole Grains,Female,Gold,9,807,PayPal,Shipped,4.27027E+15,************son@example.net,(***)***-****x303,Anthony ******,"367 Phillip Squares Apt. 551, ***************, ********","6791 Samantha Rest Suite 943, ************, ********",100+
8376360,M32655,"34986121, 15669988",13-11-2013,"Other Dry Fruits, Other Pulses",Female,Silver,4,875,PayPal,Shipped,2.11117E+15,************ian@example.org,+*-***-***-****x4509,Aaron ********,"0914 Carroll Knoll, ***********, ********","0200 Sexton Square, **********, ********",20-39
8376378,M36702,93175837,13-11-2013,Groundnut Oils,Male,Gold,1,261,Cash,Delivered,1.72585E+15,****tin@example.com,***-***-****x199,Ashley *****,"256 Hartman Fields, **********, ********","868 Sharon Shore, ************, ********",100+
8376718,M96365,"15668520, 15670207, 15668460, 34989595, 15669882, 15669803, 15668467",13-11-2013,"Bread, Organic F&V, Gourd & Cucumber, Raisins, Millet flour, Cashews, Beans",Female,Silver,10,355,Credit Card,Delivered,3.11823E+15,*********ney@example.org,(***)***-****x*9095,Michael *******,"2003 Guzman Station Suite 283, ********, ********","2270 Megan Lakes Apt. 298, ********, ********",20-39
8376936,M99030,"15669870, 15668460, 15669821, 7607551, 15668468, 15668381, 15669780, 15668475, 7753732, 15669786, 15668688",12-11-2013 00:00,"Millet flour, Gourd & Cucumber, Whole Spices, Oats, Beans, Other Vegetables, Sugar, Beans, Health Drinks,Flat Rice, Root Vegetables",Male,Bronze,5,734,Credit Card,Shipped,9.46314E+15,***g13@example.com,***-***-8583,Kelly *****,"Unit 0431 Box 5872, ************","7187 Wayne Locks Suite 963, ***********, ********",40-59
8376995,M56897,"15668468, 7573410, 7630967, 7572254, 15668379, 34987154",13-11-2013,"Beans, Mango Juices, Regular Pasta, Cooking Sauce, Other Vegetables, Talc",Male,Gold,5,351,Cash,Shipped,1.96881E+15,**y57@example.net,+*-***-***-****x553,Kristin *****,"31788 Reese Shoal, **************, ********","7962 Scott Underpass, ***********, ********",100+
8377044,M59012,"21409002, 15669863, 7572298",13-11-2013,"Moong Dal, Moong Dal, Snacks",Female,Bronze,5,997,Credit Card,Shipped,1.72438E+15,**********cca@example.net,***.***.3308,Patricia *****,"0735 Lewis Forks, *************, ********","4618 Johnson Inlet Apt. 837, ****************, ********",60-79
8377117,M42513,"92388181, 15668542, 15668379, 15668468, 15669982, 93141093, 15669887, 15668519",13-11-2013,"Healthy Snacks, Buns & Pavs, Other Vegetables, Beans, Other Dry Fruits, Curd, Maida, Bread",Male,Bronze,7,115,PayPal,Delivered,9.44401E+15,*******ood@example.org,+*-***-***-****x7919,Jennifer *******,"9568 Robert Passage, ***************, ********","45180 Chung Pines, ***********, ********",40-59
8377138,M32480,"7623116, 15669998",13-11-2013,"Liquid Soaps & Bars, Other Pulses",Male,Bronze,1,391,PayPal,Pending,2.32644E+15,*************ven@example.com,***-***-***-****x463,Sean ******,"439 Yolanda Roads, **********, ********","60996 Miller Parkway, **********, ********",100+
8377169,M04158,"34987249, 15668688",13-11-2013,"Frozen Chicken, Root Vegetables",Female,Gold,4,984,PayPal,Shipped,9.15479E+15,***********ent@example.net,***-***-****x498,Amy *********,"48850 David Walks Suite 620, ***********, ********","Unit 4712 Box 9497, ************",100+
8377403,M36432,7587494,14-11-2013,Organic Masalas & Spices,Male,Silver,3,355,Credit Card,Shipped,1.12984E+15,*******ler@example.org,+*-***-***-****x992,Caitlin ********,"28287 Baldwin Lock, **********, ********","6736 Pena Track Suite 335, *****************, ********",0-19
8377406,M36432,"15669776, 15669869, 7587694, 15668378, 15668473, 15668477, 15669872, 15670251, 15669761, 15669958, 93105735, 21408947, 15668460, 7587691, 15669772, 34987567",14-11-2013,"Other Pulses, Moong Dal, Organic Masalas & Spices, Other Vegetables, Beans, Exotic Vegetables,Flat Rice, Organic F&V, Whole Spices, Other Dry Fruits, Organic Masalas & Spices, Other Rice Products, Gourd & Cucumber, Organic Masalas & Spices, Other Pulses, Whole Spices",Male,Gold,1,367,Credit Card,Pending,4.50609E+15,*********ega@example.org,***-***-8181,Robert ******,"358 Allison Freeway Suite 884, ****************, ********","5245 Ruiz Hill, ************, ********",20-39
8377511,M56309,15668469,14-11-2013,Beans,Female,Silver,6,548,PayPal,Shipped,9.96804E+15,************las@example.net,***.***.2106,Amber ******,"6145 Joseph Inlet Suite 618, ***************, ********","87147 Johnson Fork Suite 072, *****************, ********",0-19
8377521,M51278,"7580034, 15669778, 15668379, 15668381, 15669829, 7580089",14-11-2013,"Ice Creams & Desserts, Other Pulses, Other Vegetables, Other Vegetables, Raw Rice, Ice Creams & Desserts",Female,Bronze,7,860,Credit Card,Delivered,7.92705E+15,*************ead@example.net,(***)***-8818,Cynthia ******,"5815 Brian Trace, *****************, ********","PSC 2667, ********, ************",0-19
8378025,M56309,"7569802, 7586073, 15668594, 15669867, 15668449, 15668494, 7586147, 7594817, 15668458, 15668377, 15669772, 15669778, 15669769, 7569801, 15669824",13-11-2013,"Snacks, Instant Pastas, Exotic Vegetables, Other Pulses, Exotic Vegetables, Exotic Vegetables, Instant Pastas, Instant Noodles, Brinjals, Root Vegetables, Other Pulses, Other Pulses, Other Pulses, Snacks, Raw Rice",Female,Gold,8,450,Cash,Delivered,1.77013E+15,****************her@example.org,(***)***-4911,Joseph *******,"3357 Lowe Rapid, ***********, ********","4478 Bobby Plains Apt. 994, ***********, ********",40-59
8378027,M50767,"15668474, 15669858, 15669821, 15669863, 21409002, 15668375, 15668467, 15668460, 15668451, 15669862",13-11-2013,"Beans, Boiled Rice, Whole Spices, Moong Dal, Moong Dal, Root Vegetables, Beans, Gourd & Cucumber, Brinjals, Other Pulses",Female,Gold,5,395,PayPal,Shipped,6.77072E+15,********nda@example.com,***.***.****x*3618,Craig *****,"Unit 0276 Box 4080, ************","4382 Shelly Via, ********, ********",0-19
8378044,M78365,"15669778, 15668377, 15668453, 15668469",13-11-2013,"Other Pulses, Root Vegetables, Brinjals, Beans",Female,Bronze,5,987,PayPal,Shipped,9.83768E+15,*****n55@example.net,(***)***-8364,Marie ****,"070 Jamie Forge, *****************, ********","4022 Logan Key Suite 749, ***********, ********",0-19
8378268,M16611,"34986115, 34986118, 7642810, 7573406, 7737279",13-11-2013,"Other Dry Fruits, Whole Spices, Basmati Rice, Liquid Soaps & Bars, Shaving Cream, Foam & Gels",Female,Gold,2,745,Credit Card,Shipped,5.16943E+15,*cox@example.com,***-***-****x654,Matthew ******,"0430 Miller Fall Suite 425, ******************, ********","Unit 8834 Box 7233, ************",60-79
8378586,M33767,"15668520, 15669863, 15669965, 7640186, 15668416",14-11-2013,"Bread, Moong Dal, Raisins, Honey, Banana",Female,Gold,10,490,Credit Card,Pending,5.36438E+15,******a20@example.com,***-***-2020,David *****,"6657 Barbara Vista Suite 817, *********, ********","03588 Bailey Valleys Apt. 201, **********, ********",40-59
8378669,M04158,34987110,15-11-2013,Curd,Female,Silver,8,49,PayPal,Pending,4.68199E+15,********e60@example.net,***-***-****x7119,Christopher *****,"6031 Stanley Extension Apt. 740, ***********, ********","0156 Chloe Avenue Suite 541, ********, ********",40-59
8378768,M84827,"15668381, 15670260, 15668467, 15668457, 15668462, 15670250, 15668416",15-11-2013,"Other Vegetables, Organic F&V, Beans, Brinjals, Gourd & Cucumber, Organic F&V, Banana",Male,Bronze,1,221,Credit Card,Pending,3.30092E+15,****yen@example.com,***.***.****x1766,Lori ****,"083 Catherine Plains, **************, ********","25134 Jessica Meadows Suite 795, ************, ********",40-59
8378803,M35538,"15668478, 15670250, 7586553, 15668381, 15670260, 15670252, 15668688, 7586526, 15668465, 15668468",15-11-2013,"Banana, Organic F&V, Snacky Nuts, Other Vegetables, Organic F&V, Organic F&V, Root Vegetables, Snacky Nuts, Root Vegetables, Beans",Female,Gold,6,530,Credit Card,Pending,5.57306E+15,******n61@example.net,***-***-9848,Willie *******,"189 Cindy Greens, *************, ********","3738 Molly Forges, ***********, ********",40-59
8379255,M50094,"15668468, 15669773, 15668457, 15668460",14-11-2013,"Beans, Urad Dal, Brinjals, Gourd & Cucumber",Female,Gold,9,192,Credit Card,Shipped,5.16602E+15,***********ica@example.com,***.***.****x5605,Jesus ****,"414 Powell Tunnel, ************, ********","9171 Ochoa Underpass, ************, ********",0-19
8379289,M32449,"15669856, 15669998, 15669789, 7541573, 15670251, 15669996, 15670250, 7689353",14-11-2013,"Sugar, Other Pulses, Boiled Rice, Glucose, Marie & Milk Biscuits, Organic F&V, Other Pulses, Organic F&V, Ground Coffee",Male,Gold,1,699,Cash,Delivered,8.10954E+15,*****nez@example.net,+*-***-***-****x5147,Joseph *******,"8701 Buck Plain, ***************, ********","94413 Ryan Meadow, ***************, ********",40-59
8379356,M27458,"15669799, 15668460, 15668688, 92383200, 15669797, 15668379, 15669814, 15669826, 15668467",14-11-2013,"Raisins, Gourd & Cucumber, Root Vegetables, Liquid Detergent, Raisins, Other Vegetables, Jaggery, Raw Rice, Beans",Male,Bronze,9,15,Cash,Delivered,6.30406E+15,*****amy@example.net,***.***.****x8247,Matthew **,"PSC 9478, ********, ************","015 Amber Harbor Apt. 127, ************, ********",100+
8379831,M76390,"7569805, 15668468, 15669804, 15668688, 7586502, 15668381, 7586504, 6884195, 15668451, 15669767, 15669861, 7548511, 7569801, 15668685",15-11-2013,"Snacks, Beans, Cashews, Root Vegetables, Chips, Other Vegetables, Snacky Nuts, Instant Noodles, Brinjals, Urad Dal, Raw Peanuts, Liquid Soaps & Bars, Snacks, Beans",Male,Gold,0,274,Cash,Pending,6.05119E+15,*******uce@example.net,***.***.****x*5655,Gina *****,"27494 James Pass Suite 391, ***********, ********","041 Wang Turnpike Suite 652, ***********, ********",80-99
8379916,M46325,"15669976, 15668684, 15669880, 15670207, 15668460, 7537178, 15669832, 15668465, 15669961, 15668688, 15668467",15-11-2013,"Almonds, Beans, Millet flour, Organic F&V, Gourd & Cucumber, Honey, Sugar, Root Vegetables, Other Dry Fruits, Root Vegetables, Beans",Male,Silver,10,136,PayPal,Shipped,7.06959E+15,***y47@example.org,(***)***-0777,Victor ********,"9017 Foley Mission, **************, ********","300 Kathryn Haven Suite 876, ******************, ********",80-99
8379979,M56368,"15668460, 15669772, 15668475, 15669769, 15668378, 15668469",15-11-2013,"Gourd & Cucumber, Other Pulses, Beans, Other Pulses, Other Vegetables, Beans",Female,Gold,7,544,Credit Card,Delivered,2.42818E+15,********ian@example.com,(***)***-****x285,Brandon *******,"0950 Hawkins View, **************, ********","76425 Claudia Meadow Apt. 920, ************, ********",100+
8380068,M43831,"92435740, 93141093, 21409129, 7624792, 15668478, 34989674",15-11-2013,"Cooking Sauce, Curd, Whole Grains, Ghee, Banana, Other Oils",Female,Bronze,5,555,Credit Card,Delivered,7.35677E+15,****itt@example.net,******9211,Nicholas ******,"3989 Manuel Causeway Apt. 516, **********, ********","932 Sean Overpass Suite 520, ********, ********",40-59
8380124,M22037,"15669857, 15669816, 15669773, 15668379, 15668460, 15668470, 15669774, 15668467, 15669819, 15668473, 15668685, 15668462, 15669910, 15668381, 7587660, 15669775, 7580802, 15669814, 15669994, 34986449, 7637309, 34986328, 15670271, 15669780",15-11-2013,"Raw Peanuts, Other Pulses, Urad Dal, Other Vegetables, Gourd & Cucumber, Beans, Urad Dal, Beans, Other Pulses, Beans, Beans, Gourd & Cucumber, Brinjals, Other Vegetables, Organic Flours, Millet flour, Sunflower Oils, Jaggery, Other Pulses, Toothpaste, Mosquito Repellent, Kidney Beans, Other Pulses, Sugar",Female,Gold,8,258,Credit Card,Shipped,8.89645E+15,***********ael@example.net,***.***.****x668,Brittney *******,"8381 Bradley Ferry Suite 148, **************, ********","921 Gutierrez Land, *************, ********",0-19
8380774,M55932,"15668688, 15669780, 15670010, 7580823",16-11-2013,"Root Vegetables, Sugar, Almonds, Sunflower Oils",Male,Bronze,0,128,Cash,Pending,3.74858E+15,*******n62@example.org,***.***.3495,Justin ******,"7975 Benjamin Circle, ***********, ********","67197 Michael Heights, *************, ********",60-79
8380819,M09303,15668471,16-11-2013,Beans,Female,Silver,7,689,Cash,Shipped,4.48872E+15,**********ana@example.org,+*-***-***-****x8872,Zachary *****,"12328 Martin Viaduct Suite 039, **********, ********","936 Raymond Orchard, ***********, ********",80-99
8380839,M54796,"15668468, 15668381, 15668480, 15668478, 15668379",16-11-2013,"Beans, Other Vegetables, Bread, Banana, Other Vegetables",Male,Bronze,5,524,PayPal,Shipped,4.74611E+15,****vis@example.net,***-***-***-2937,Emily *****,"338 Patricia Lock Suite 722, ***********, ********","257 Huff Lakes Suite 545, ***********, ********",40-59
8380953,M41747,"7587667, 7629390, 15669881, 15669884, 15669883, 7587491, 15669775",15-11-2013,"Organic Pulses & Pulses, Glucose, Marie & Milk Biscuits, Millet flour, Whole Spices, Rice Flour, Organic Flours, Millet flour",Male,Silver,3,936,Credit Card,Delivered,6.04458E+15,****n72@example.com,***-***-***-****x*1665,Cindy *****,"9032 Vincent Inlet Apt. 527, ************, ********","158 Barnes Fields Suite 660, *****************, ********",40-59
8381007,M50038,"15669822, 7586502, 15669856",15-11-2013,"Other Pulses, Chips, Sugar",Female,Silver,3,441,Credit Card,Delivered,8.69739E+15,**erg@example.net,***.***.****x961,Catherine *******,"657 Victoria Stravenue, ************, ********","3666 Regina Oval, *******, ********",20-39
8381022,M45375,"15668451, 15669835, 15669771, 15669818, 15669878, 15669861, 7580802, 15668379, 34986125, 15669871, 15668688",15-11-2013,"Brinjals, Raw Rice, Maida, Whole Spices, Kidney Beans, Raw Peanuts, Sunflower Oils, Other Vegetables, Whole Spices, Other Rice Products, Root Vegetables",Female,Bronze,10,860,PayPal,Shipped,1.4697E+15,****a90@example.org,***-***-***-****x*6021,Brian **********,"446 Chelsea Key, ***********, ********","85421 David Rest, *********, ********",100+
8381435,M64379,"15668685, 7587673, 15668462, 15669789, 15668468, 7629391, 15668478, 15670260, 15668597, 7570555, 7587490, 15669830",16-11-2013,"Beans, Organic Pulses & Pulses, Gourd & Cucumber, Boiled Rice, Beans, Glucose, Marie & Milk Biscuits, Banana, Organic F&V, Exotic Vegetables, Shoe Polish, Organic Pulses & Pulses, Other Rice Products",Male,Gold,7,197,Cash,Pending,2.49951E+15,********nes@example.org,(***)***-****x419,Ashley *******,"22847 Johnson Wells Suite 337, ***********, ********","4624 Hansen Plaza, *********, ********",0-19
8381535,M43831,7569805,16-11-2013,Snacks,Female,Gold,4,968,PayPal,Delivered,4.69745E+15,*****n69@example.org,(***)***-3956,Cassandra *****,"1761 Butler Course, **********, ********","4853 Danielle Haven, *********, ********",100+
8381568,M50420,"15669965, 15669869, 15669964, 15669961, 15669818, 15669786, 15669817, 34986128",16-11-2013,"Raisins, Moong Dal, Raisins, Other Dry Fruits, Whole Spices,Flat Rice, Whole Spices, Whole Spices",Male,Bronze,10,372,Cash,Pending,7.81321E+15,****s50@example.org,******4607,Manuel ********,"9539 Ramirez Squares, ******************, ********","90749 Brown Oval Apt. 760, *********, ********",100+
8381577,M47229,"15668416, 93086347, 15668473, 15668469, 7621580, 15668688, 15668470",16-11-2013,"Banana, Diapers & Wipes, Beans, Beans, Diapers & Wipes, Root Vegetables, Beans",Female,Silver,0,599,PayPal,Shipped,3.52711E+15,****ers@example.org,***-***-****x3652,David ******,"9958 Mike Terrace, **********, ********","59744 Chan Key, **********, ********",100+
8381714,M48938,"15669817, 15669835, 15669887, 34986328, 34990199, 15669763, 7704153, 15669778, 7718555, 7612452",16-11-2013,"Whole Spices, Raw Rice, Maida, Kidney Beans, Containers, Other Pulses, Mosquito Repellent, Other Pulses, Other Oils, Other Oils",Male,Bronze,6,757,PayPal,Delivered,2.85426E+15,*****r01@example.org,******7269,Gregory *******,"8453 Casey Road, *****************, ********","898 Adams Trail, *********, ********",100+
8381719,M78720,"7571454, 15668521, 92387842, 7753738, 15668478, 7718555, 15669887, 15668375, 15668381, 7586502, 15668471, 7571759",16-11-2013,"Cream Biscuits, Bread, Other Sweets, Health Drinks, Banana, Other Oils, Maida, Root Vegetables, Other Vegetables, Chips, Beans, Shampoo",Female,Gold,2,392,Cash,Pending,9.50998E+15,*******rey@example.org,***-***-5953,Christine ******,"879 Miller Keys Suite 993, ***************, ********","89758 Christopher Vista Suite 822, ********************, ********",60-79
8381842,M32409,"7579697, 15668375, 15668381, 7579698",16-11-2013,"Cream Biscuits, Root Vegetables, Other Vegetables, Cream Biscuits",Male,Silver,5,25,PayPal,Shipped,9.80811E+15,************rey@example.org,***-***-***-1731,Christopher *****,"31928 Mendez Garden, **************, ********","Unit 9195 Box 8245, ************",40-59
8381887,M86304,"15668381, 15668378, 15669856, 15668460",16-11-2013,"Other Vegetables, Other Vegetables, Sugar, Gourd & Cucumber",Female,Bronze,6,340,Credit Card,Pending,6.96499E+15,***nes@example.org,***-***-***-0835,Beverly ********,"35970 Amanda Ridge, **************, ********","020 John Manors, **********, ********",0-19
